sample_id,image_path,source_split,detector_annotation_path,verified_ground_truth_plate,condition_labels,valid_plate_present,verification_notes,verified_by,verified_at,plate_detected,detection_outcome
DEV-139,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\20251124_134909_jpg.rf.345d84760a68eb32f4d7e2850d3ee6e3.jpg,val,C:\Capstone Project\Malaysian Car Plate Dataset\val\labels\20251124_134909_jpg.rf.345d84760a68eb32f4d7e2850d3ee6e3.txt,MBQ9838,clear,TRUE,,Jacob,2026-09-07T20:36:00+08:00,true,true_positive
DEV-140,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\20251124_135640_jpg.rf.e5f176dc6091f7770955a6902d9798d5.jpg,val,C:\Capstone Project\Malaysian Car Plate Dataset\val\labels\20251124_135640_jpg.rf.e5f176dc6091f7770955a6902d9798d5.txt,1M4U792,clear,TRUE,,Jacob,2026-09-07T20:36:00+08:00,true,true_positive
DEV-141,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\20251124_151116_jpg.rf.abcfc44c88a1dbe53aa5d8db2a14072a.jpg,val,C:\Capstone Project\Malaysian Car Plate Dataset\val\labels\20251124_151116_jpg.rf.abcfc44c88a1dbe53aa5d8db2a14072a.txt,QCR5150,clear;small_or_distant,TRUE,,Jacob,2026-09-07T20:37:00+08:00,true,true_positive
DEV-142,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\20251124_151216_jpg.rf.878dfccc5b2841e0c4a3a8d2d84b6eee.jpg,val,C:\Capstone Project\Malaysian Car Plate Dataset\val\labels\20251124_151216_jpg.rf.878dfccc5b2841e0c4a3a8d2d84b6eee.txt,SU1111M,clear,TRUE,,Jacob,2026-09-07T20:37:00+08:00,true,true_positive
DEV-143,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\20251124_151241_jpg.rf.4280b50a4da718b4f585a61e46a526ec.jpg,val,C:\Capstone Project\Malaysian Car Plate Dataset\val\labels\20251124_151241_jpg.rf.4280b50a4da718b4f585a61e46a526ec.txt,GOLD1460,clear,TRUE,,Jacob,2026-09-07T20:37:00+08:00,true,true_positive
DEV-144,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\20251128_123456_jpg.rf.bdde5622550631b0aa866ee4fd4b7cd4.jpg,val,C:\Capstone Project\Malaysian Car Plate Dataset\val\labels\20251128_123456_jpg.rf.bdde5622550631b0aa866ee4fd4b7cd4.txt,MDL3431,clear,TRUE,,Jacob,2026-09-07T20:39:00+08:00,true,true_positive
DEV-145,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\20251128_125312_jpg.rf.4c375f324d9de1b34740329443b55500.jpg,val,C:\Capstone Project\Malaysian Car Plate Dataset\val\labels\20251128_125312_jpg.rf.4c375f324d9de1b34740329443b55500.txt,MCJ70,clear;angled,TRUE,,Jacob,2026-09-07T20:39:00+08:00,true,true_positive
DEV-146,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\20251128_140846_jpg.rf.db5d2932161cac8ebc5b744b82bd716b.jpg,val,C:\Capstone Project\Malaysian Car Plate Dataset\val\labels\20251128_140846_jpg.rf.db5d2932161cac8ebc5b744b82bd716b.txt,MCX9680,angled;partial_obstruction,TRUE,,Jacob,2026-09-07T20:39:00+08:00,true,true_positive
DEV-147,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\20260113_171118_jpg.rf.452f796d48c21cf0361a0055db3bd8d2.jpg,val,C:\Capstone Project\Malaysian Car Plate Dataset\val\labels\20260113_171118_jpg.rf.452f796d48c21cf0361a0055db3bd8d2.txt,DCA9000,clear;low_light,TRUE,,Jacob,2026-09-07T20:39:00+08:00,true,true_positive
DEV-148,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\f787f1a2-82e4-4726-89cf-ca929c68eafe_jpg.rf.b35e3709bd877d60bcffa8b4bd95e263.jpg,val,C:\Capstone Project\Malaysian Car Plate Dataset\val\labels\f787f1a2-82e4-4726-89cf-ca929c68eafe_jpg.rf.b35e3709bd877d60bcffa8b4bd95e263.txt,VL716,clear;glare_or_exposure,TRUE,,Jacob,2026-09-07T20:40:00+08:00,true,true_positive
DEV-149,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\SA377N_jpg.rf.c57a0737729b144e0610486c7c300797.jpg,val,C:\Capstone Project\Malaysian Car Plate Dataset\val\labels\SA377N_jpg.rf.c57a0737729b144e0610486c7c300797.txt,SA377N,angled,TRUE,,Jacob,2026-09-07T20:40:00+08:00,true,true_positive
DEV-150,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\ST3633Y_jpg.rf.a96fa7f1571f79162a00007c72893fb1.jpg,val,C:\Capstone Project\Malaysian Car Plate Dataset\val\labels\ST3633Y_jpg.rf.a96fa7f1571f79162a00007c72893fb1.txt,ST3633Y,angled;glare_or_exposure,TRUE,,Jacob,2026-09-07T20:40:00+08:00,true,true_positive
